ARTIST	LINK	ID	COMMENT	
			"WOW, IT LOOKS LIKE HE HAS TEARS. "	
			Me too. Love them !!!?	
			Wow love the use of the mandolin !	
St. Vincent	https://youtu.be/UHjELj8FhD8	UHjELj8FhD8	she is a baddas guitarrist.	
			"Annie is such a great guitarist. She has taken David Bowie's aesthetic, and built her own unique sound. It's such a privilege to listen to her work. "	
			"Keep your eye's open people, she's going down in music history."	
			Annie Clark is my queen.	
			She's so talented...one of the master of distortion guitar...	
			"Fantastic, now she's in her Bowie stage! Somebody introduce her to Nine Inch Nails"	
			The guitar solo at the end of rattlesnake is freaking awesome!	
			The effect on the snare at the beginning reminds me of an AT-AT shooting!	
			One of her best performances.	
			I love this so much. Annie is such a genius. 	
Courtney Barnett	https://youtu.be/xV_zbJ8SflU	xV_zbJ8SflU	Neil Young was right. Rock and Roll can never die. What a refreshing sound! 	
			Go Courtney!	
			She really is a true modern rock star.	
			all bow before the Queen	
			"I never really clicked with Hopefulessness until seeing Courtney live. Then I GOT it: it's a rock song, it's practically a Nirvana tune. Awesome talent."	
			"So happy she added the keys to her live shows for the new record, makes the songs sound much fuller."	
			her entire band is so lovable.	
			Im a little obsessed. Haven't heard something so classic but new since The White Stripes i'd say.	
			god shes stupid hot the way she plays her guitar	
			"This rocker can shred a freaking guitar, wow."	
	https://youtu.be/ti8-z_ORI5U	ti8-z_ORI5U	That is the correct hairstyle for Barcelona.	
			I can't believe she is the only guitarist in the group.  It  is such a full sound.	
			Courtney Barnett is my number one bucketlist concert.	
			"Yea she is a fkin bad ass, speaks truth, rips left handed guitar perfect style-"	
			Courtney is so freakin rock n roll!!!	
			This was one of the BEST sets!	
			I'm into C.B.	
			Amazing artist!	
			first time i see her playing at night lol	
			chicks with mullets <3	
	https://youtu.be/A3D6v-u67x4	A3D6v-u67x4	She's pretty fricking cool. So unassuming and kick ass.	
			She could be Paul McCartney's daughter.	
			"in this digital age she, unlike most of her contemporaries understands dynamics"	
			Damn her Sonic Youth's shirts so cool	
			So original and great guitar tones .... love her 70s hair!	
			fabulous but listening here the bass is inaudible	
			Great performance !	
			sonic youth	
			Courtney is so Awesome!	
			Sounds awesome despite not being able to hear the bass.	
Sonic Youth	https://youtu.be/hUcShyAarjw	hUcShyAarjw	you guys are incredible and a total inspiration	
			I wanna be kicked by kim gordon	
			concert is AMAZING!	
			They’re still teens who love Sonic Youth	
			Just imagine being allowed to express yourself!	
			"""Sonic Youth is playing next..."" "	
			Steve Shelley -so underrated	
			Unforgettable concert! 	
			Nice! 	
			Sonic Youth Forever.	
Bastille	https://youtu.be/nHHW-owvHdI	nHHW-owvHdI	Woody throws a drumstick at Kyle	
			I love Dan's bad dancing	
			So jealous of the girl in Icarus that holds Dans hand	
			i just wanna cry dan's voice is stunning	
			Has to be my favorite band	
			POMPEII never gets old	
			Love this!	
			That moment you name your child Daniel....	
			oh they became my favourite band right now	
			Weight of Living	
	https://youtu.be/uiU06Jx0B3Q	uiU06Jx0B3Q	"So, a band with a great album, doesn't lipsync, and talks to the crwod of fans live, whats not to love about them. "	
			"If you don't think Dan is adorable, you're wrong"	
			How can he sing and go up and down stairs at the same time. I can barely breath and go up the stairs.	
			How does his voice  not shake when he jump?	
			The security guy was so pissed when Dan climbed over  the pole during flaws	
			Dan's dorky dancing gives me life	
			his dance moves reminds me of Lorde's dance moves 	
			Bastille is the best band in the freaking world okay	
			"Look at him dancing then getting embarrassed and stopping, so adorable"	
			"the dancing... haha dan is great, love the energy they all have"	
Sheryl Crow	https://youtu.be/dWrrdxviU-w	dWrrdxviU-w	those pants..	
			Sheryl is an excellent musician and a great charismatic singer !! A complete artist! I adore her!!	
			"Sheryl has a great voice, I love it, she's the best singer & musician, that's why I admire her!"	
			"Her voice sounds great, and she's such a good musician."	
			she's so GOOD	
			Love Sheryl Crow. What's her drummers name. Love watching him. He's so full of energy	
			Awesome concert.	
			Great Concert!!	
			OMG she is so hot!	
			In love!!!! Lol	
Eric Clapton	https://youtu.be/fqz2AhQsRWE	fqz2AhQsRWE	Old slow hand Eric can still play a pretty mean guitar.	
			Clapton is still better than most guitarists with one hand tied behind his back! Best guitar player ever in my humble opinion!	
			Does anybody recognise what a good drummer Henri Spinetti is?	
			Love the music though!	
			"subtle and masterful, like old wine."	
			Those back up singers are awesome!	
			Clapton and Page the greatest!	
			He's in such a good shape..	
			Clapton is God'	
			its CLAPTON! its GOD!	
Chicago	https://youtu.be/_oAoSZ2y1cw	_oAoSZ2y1cw	Is anyone as obsessed with this concert as I am? It's led me to believe that Chicago is one of the top bands of all time.	
			Terry Kath was one of the best guitarists of all time.	
			"No pyro, no smoke machines, no big fancy light show...just a super talented band kicking ass for 90 minutes."	
			"Terry Kath - sang like Ray Charles, played like Hendrix ."	
			this is the greatest performance Ive ever seen in my life. How do such young people write such amaizing music.	
			"After watching this, I think Jimi Hendrix was right about Terry Kath!"	
			"This was Terry's band, what a guitarist!!!"	
			WHAT ABOUT THE DRUMMER????? SO NATURAL AND COOL...	
			Terrys vocals on color my world are timeless	
			This is Chicago in their prime. So good...so damn good.	
Placebo	https://youtu.be/NF5vr0owif8	NF5vr0owif8	"I just realized, nobody is holding up a phone, for a change."	
			One of the most underrated singer of all time! He sounds exactly like the studio version	
			Brian Molko looks kind of like Uma Thurman in Pulp Fiction after the drug overdose here.	
			They should really try and play some songs from their first two records. They're legendary.	
			He looks like the king from Shrek with that hairdo	
			Placebo are really incredible and sincere...Brian's manner of singing is unique.	
			"This is awesome, Placebo are like a fine wine"	
			That chick with flower headband	
			"love placebe!great music and lyrics,much better than that comercial muse!"	
			This is always my go to Placebo concert when I need a fix.	
Aerosmith	https://youtu.be/Gerf9gHEJoY	Gerf9gHEJoY	"Joe Perry , the coolest guy in rock history."	
			the fact that they play quite a few deep tracks and not just all their hits live shows how confident these guys are in all of their music	
			Holy cupcakes!!	
			"He must be the best LIVE SINGER in the world, his voice is perfect."	
			Steven Tyler is without a doubt the greatest frontman in rock history.	
			Hands in the air without cell phones... You gotta love it!	
			"Everybody talks about Joe Perry, but can we please take a moment to note how Tom Hamilton is one of the coolest bassists ever?"	
			This is what a PROFESSIONAL rock band looks like!!!!!   	
			These Boy's were on top of their game at this show!	
			the best band of all time!!!! they have it all!!!	
	https://youtu.be/HSBOCnpLSV8	HSBOCnpLSV8	Tyler and Perry coked to the gills.	
			Gotta be one of the ugliest stage designs I have ever seen.	
			I was so high I thought it sounded great	
			Yikes.	
			The first Monsters Of Rock! 	
			AC/DC smashed this event	
			Nice hearing Reefer Headed Woman...kind of rare!  Great tune.	
			Mr Perry playing Stratocasters...yea Joe!	
			"Ahhh, days on the green, thank you Bill Graham."	
			I hope the guy who oked this stage got fired.	
Iggy Pop	https://youtu.be/HAgaCs5hruc	HAgaCs5hruc	Iggy always brought along the best musicians. Pure skill everywhere. So enjoyable.	
			The Grandfather of punk and still going strong.	
			ITS GAVIN HARRISON ON DRUMS	
			Iggy the voice!	
			Gavin Harrison plays the drums!!!	
			"its funny how most of the live stuff is Stooges,you never forget your first love."	
			Band NAILED this show !	
			his voice sounds amazing here!!!	
			the igster is always good	
			iggerizzed!!!!	
Clash	https://youtu.be/CLKl6FIBH0U	CLKl6FIBH0U	"the drugs really kicked in at during jimmy jazz, and i'm referring to myself and not joe"	
			Mick Jones  unsung hero of the clash	
			Bruce Springsteen wishes he was Joe Strummer	
			Best Punk Band...In my opinion. Joe is just great.	
			only band that matters	
			Joe Strummer...maybe the best frontman I've seen.  And there are so many great ones.	
			Jones is brilliant on Spanish Bombs	
			This is a 5 star Clash concert	
			Complete Control what a song!!	
			A fantastic performance by a great band at the peak of their powers.	
Ramones	https://youtu.be/Sp3zaeOyL7Q	Sp3zaeOyL7Q	And every kid in that crowd went home and started a band.....	
			This is absolutely one of the best recorded live concerts ever.	
			"Ramones didn't have a style, they were the style"	
			"how tf does joey breathe throughout without a break, what a king omg"	
			"Johnny is way underrated, even among Ramones fans. Arguably the best rhythm guitarist of all time."	
			This is what it feels like to go through a blender.	
			"Mind blowing, these guys didn't give a shit and built their own universe, epic."	
			Best live album of all times from any artists known to mankind!!!!!!!	
			This is a treasure.	
			One of the most powerful live performances  ever...	
Duran Duran	https://youtu.be/T4dKTblXrF4	T4dKTblXrF4	Most bands have a lead guitarist ... Duran Duran had a lead Bassist!	
			This is GOLDEN	
			John Taylor on top of his game! Dig that bassline...	
			"right out of the gate, Duran Duran's bassist is phenomenal...I never realized! Wow!"	
			They single handedly kept the white pants industry alive!	
			Outstanding! The Taylor's are all full throttle.	
			That bass is legit	
			I've always loved the bass on New Religion; absolutely funky and fabulous!	
			John Taylor and that bass.	
			This band has a lot of future potential.	
Fall Out Boy	https://youtu.be/-3LfOi2EfHE	-3LfOi2EfHE	this audience is why MCR wrote a song about teenagers	
			I can't believe people don't know who Fall Out Boy is.	
			Andy has a nice shirt there.	
			fall out boy will be the death of me.	
			I AM DISAPPOINTED IN THE CROWD 	
			I love how Patrick and Pete just skip around! It is so dang cute!	
			Patrick is just the sweetest thing	
			Joe's hair is bigger than my future 	
			Pete is a spooky scary skeleton	
			it was so cute when Patrick skipped across the stage omg	
Grouplove	https://youtu.be/ky3uVoQeK8U	ky3uVoQeK8U	Absolutely love Hannah's energy.	
			One of the best live bands you'll hear these days. Pure energy	
			There drummer is so sick 	
			love how much heart they put into the performance.	
			There drummer looks like an older Nat Wolff	
			xD I love the drummers faces 	
			everyone with there face in their phone doesnt deserve to be there.	
			Huge crush on Hannah	
			I simply love this group!!	
			"Just wow amazing haha, so much energy and emotion put into their work."	
